epoch;loss;time;accuracy;auroc;confusion;f1;precision;recall
0;0.00774;00:00:16;0.84575;0.91871;[[1552, 342], [248, 1683]];0.85086;0.83111;0.87157
1;0.00373;00:00:15;0.93412;0.97929;[[1747, 159], [93, 1826]];0.93545;0.91990;0.95154
2;0.00284;00:00:15;0.95242;0.98727;[[1804, 112], [70, 1839]];0.95285;0.94259;0.96333
3;0.00234;00:00:16;0.96052;0.99109;[[1813, 91], [60, 1861]];0.96101;0.95338;0.96877
4;0.00150;00:00:15;0.97438;0.99646;[[1874, 63], [35, 1853]];0.97424;0.96712;0.98146
5;0.00174;00:00:15;0.97203;0.99510;[[1879, 59], [48, 1839]];0.97173;0.96891;0.97456
6;0.00186;00:00:16;0.96810;0.99420;[[1783, 79], [43, 1920]];0.96921;0.96048;0.97809
7;0.00084;00:00:16;0.98745;0.99880;[[1893, 31], [17, 1884]];0.98742;0.98381;0.99106
8;0.00031;00:00:15;0.99660;0.99994;[[1876, 11], [2, 1936]];0.99665;0.99435;0.99897
9;0.00018;00:00:16;0.99817;0.99999;[[1919, 5], [2, 1899]];0.99816;0.99737;0.99895
10;0.00011;00:00:15;0.99948;1.00000;[[1969, 2], [0, 1854]];0.99946;0.99892;1.00000
11;0.00011;00:00:16;0.99869;1.00000;[[1926, 4], [1, 1894]];0.99868;0.99789;0.99947
12;0.00005;00:00:15;1.00000;1.00000;[[1895, 0], [0, 1930]];1.00000;1.00000;1.00000
13;0.00006;00:00:18;0.99974;1.00000;[[1897, 0], [1, 1927]];0.99974;1.00000;0.99948
14;0.00006;00:00:18;0.99948;1.00000;[[1944, 2], [0, 1879]];0.99947;0.99894;1.00000
15;0.00005;00:00:20;0.99974;1.00000;[[1921, 1], [0, 1903]];0.99974;0.99947;1.00000
16;0.00004;00:00:16;1.00000;1.00000;[[1902, 0], [0, 1923]];1.00000;1.00000;1.00000
17;0.00005;00:00:16;1.00000;1.00000;[[1942, 0], [0, 1883]];1.00000;1.00000;1.00000
18;0.00007;00:00:16;0.99922;1.00000;[[1850, 3], [0, 1972]];0.99924;0.99848;1.00000
19;0.00006;00:00:17;0.99948;1.00000;[[1900, 2], [0, 1923]];0.99948;0.99896;1.00000
20;0.00004;00:00:16;1.00000;1.00000;[[1838, 0], [0, 1987]];1.00000;1.00000;1.00000
21;0.00006;00:00:16;0.99974;1.00000;[[1933, 1], [0, 1891]];0.99974;0.99947;1.00000
22;0.00004;00:00:16;1.00000;1.00000;[[1915, 0], [0, 1910]];1.00000;1.00000;1.00000
23;0.00005;00:00:15;0.99948;1.00000;[[1891, 2], [0, 1932]];0.99948;0.99897;1.00000
24;0.00005;00:00:15;0.99974;1.00000;[[1861, 1], [0, 1963]];0.99975;0.99949;1.00000
25;0.00005;00:00:16;0.99974;1.00000;[[1924, 1], [0, 1900]];0.99974;0.99947;1.00000
26;0.00004;00:00:15;1.00000;1.00000;[[1879, 0], [0, 1946]];1.00000;1.00000;1.00000
27;0.00008;00:00:15;0.99895;1.00000;[[1890, 4], [0, 1931]];0.99897;0.99793;1.00000
28;0.00005;00:00:16;1.00000;1.00000;[[1947, 0], [0, 1878]];1.00000;1.00000;1.00000
29;0.00004;00:00:16;1.00000;1.00000;[[1941, 0], [0, 1884]];1.00000;1.00000;1.00000
