epoch;loss;time;accuracy;auroc;confusion;f1;precision;recall
0;0.01234;00:01:14;0.74868;0.81061;[[5594, 2539], [1590, 6706]];0.76461;0.72537;0.80834
1;0.00796;00:01:13;0.83444;0.90845;[[6629, 1662], [1058, 7080]];0.83886;0.80988;0.86999
2;0.00644;00:01:10;0.86816;0.94136;[[6831, 1246], [920, 7432]];0.87281;0.85642;0.88985
3;0.00542;00:01:12;0.89427;0.95806;[[7228, 977], [760, 7464]];0.89577;0.88426;0.90759
4;0.00424;00:01:12;0.92105;0.97431;[[7527, 722], [575, 7605]];0.92143;0.91329;0.92971
5;0.00361;00:01:12;0.93432;0.98125;[[7461, 609], [470, 7889]];0.93599;0.92834;0.94377
6;0.00283;00:01:12;0.95173;0.98848;[[7725, 443], [350, 7911]];0.95227;0.94697;0.95763
7;0.00258;00:01:09;0.95307;0.99025;[[7819, 430], [341, 7839]];0.95313;0.94800;0.95831
8;0.00220;00:01:11;0.96080;0.99293;[[7853, 336], [308, 7932]];0.96099;0.95936;0.96262
9;0.00099;00:01:11;0.98557;0.99855;[[7934, 144], [93, 8258]];0.98585;0.98286;0.98886
10;0.00047;00:01:12;0.99385;0.99971;[[8126, 66], [35, 8202]];0.99388;0.99202;0.99575
11;0.00025;00:01:12;0.99757;0.99995;[[8238, 24], [16, 8151]];0.99755;0.99706;0.99804
12;0.00013;00:01:10;0.99939;0.99999;[[8237, 8], [2, 8182]];0.99939;0.99902;0.99976
13;0.00010;00:01:13;0.99927;0.99998;[[8241, 10], [2, 8176]];0.99927;0.99878;0.99976
14;0.00007;00:01:12;0.99927;1.00000;[[8216, 9], [3, 8201]];0.99927;0.99890;0.99963
15;0.00007;00:01:12;0.99963;1.00000;[[8243, 5], [1, 8180]];0.99963;0.99939;0.99988
16;0.00007;00:01:11;0.99970;0.99998;[[8146, 3], [2, 8278]];0.99970;0.99964;0.99976
17;0.00005;00:01:12;0.99970;1.00000;[[8356, 5], [0, 8068]];0.99969;0.99938;1.00000
18;0.00004;00:01:12;0.99988;1.00000;[[8291, 0], [2, 8136]];0.99988;1.00000;0.99975
19;0.00004;00:01:12;0.99970;1.00000;[[8418, 4], [1, 8006]];0.99969;0.99950;0.99988
20;0.00004;00:01:12;1.00000;1.00000;[[8123, 0], [0, 8306]];1.00000;1.00000;1.00000
21;0.00005;00:01:12;0.99982;1.00000;[[8203, 1], [2, 8223]];0.99982;0.99988;0.99976
22;0.00004;00:01:12;0.99988;1.00000;[[8338, 1], [1, 8089]];0.99988;0.99988;0.99988
23;0.00005;00:01:11;0.99970;1.00000;[[8221, 4], [1, 8203]];0.99970;0.99951;0.99988
24;0.00004;00:01:13;0.99970;1.00000;[[8103, 3], [2, 8321]];0.99970;0.99964;0.99976
25;0.00005;00:01:10;0.99982;1.00000;[[8142, 3], [0, 8284]];0.99982;0.99964;1.00000
26;0.00004;00:01:13;1.00000;1.00000;[[8228, 0], [0, 8201]];1.00000;1.00000;1.00000
27;0.00004;00:01:10;0.99994;1.00000;[[8242, 0], [1, 8186]];0.99994;1.00000;0.99988
28;0.00004;00:01:11;0.99988;1.00000;[[8227, 1], [1, 8200]];0.99988;0.99988;0.99988
29;0.00003;00:01:12;0.99988;1.00000;[[8273, 2], [0, 8154]];0.99988;0.99975;1.00000
