epoch;loss;time;accuracy;auroc;confusion;f1;precision;recall
0;0.00532;00:05:21;0.35487;0.64796;[[1439, 1103, 176, 252], [1203, 1228, 295, 220], [627, 761, 1115, 408], [924, 584, 1044, 397]];0.34065;0.35278;0.35487
1;0.00575;00:05:17;0.36175;0.63466;[[1030, 1143, 52, 745], [946, 1241, 199, 560], [561, 762, 971, 617], [449, 591, 891, 1018]];0.36227;0.37038;0.36175
2;0.00563;00:05:17;0.35403;0.63793;[[1029, 1263, 99, 579], [929, 1331, 238, 448], [583, 748, 948, 632], [556, 638, 894, 861]];0.35263;0.36057;0.35403
3;0.00572;00:05:57;0.36201;0.63240;[[1032, 1082, 89, 767], [968, 1180, 256, 542], [566, 736, 1002, 607], [405, 565, 930, 1049]];0.36265;0.36784;0.36201
4;0.00567;00:06:19;0.36124;0.63695;[[1052, 1194, 55, 669], [940, 1300, 228, 478], [605, 726, 1054, 526], [548, 557, 996, 848]];0.36054;0.36638;0.36124
5;0.00567;00:06:14;0.36090;0.63437;[[1062, 1157, 121, 630], [957, 1266, 266, 457], [548, 768, 1109, 486], [502, 592, 1042, 813]];0.35978;0.36434;0.36090
6;0.00579;00:06:10;0.35861;0.62293;[[930, 1063, 113, 864], [914, 1153, 252, 627], [523, 731, 1031, 626], [330, 567, 943, 1109]];0.35912;0.36410;0.35861
7;0.00579;00:06:12;0.34766;0.61757;[[898, 1011, 207, 854], [942, 1072, 298, 634], [514, 729, 1017, 651], [332, 568, 942, 1107]];0.34792;0.35110;0.34766
8;0.00579;00:06:06;0.34231;0.61625;[[883, 983, 232, 872], [944, 1029, 305, 668], [516, 709, 971, 715], [337, 551, 913, 1148]];0.34218;0.34540;0.34231
9;0.00582;00:06:22;0.33865;0.61315;[[862, 965, 261, 882], [931, 1002, 336, 677], [506, 690, 1033, 682], [322, 546, 990, 1091]];0.33863;0.34067;0.33865
10;0.00582;00:06:13;0.33942;0.61295;[[855, 988, 124, 1003], [934, 1019, 268, 725], [514, 705, 1024, 668], [330, 551, 969, 1099]];0.34010;0.34490;0.33942
11;0.00583;00:06:22;0.34112;0.61171;[[864, 963, 106, 1037], [932, 1001, 254, 759], [506, 690, 1061, 654], [323, 545, 990, 1091]];0.34216;0.34723;0.34112
12;0.00582;00:06:21;0.34358;0.61260;[[864, 963, 47, 1096], [930, 1003, 206, 807], [505, 691, 1047, 668], [322, 546, 949, 1132]];0.34511;0.35311;0.34358
13;0.00585;00:06:19;0.34460;0.61077;[[822, 1003, 63, 1082], [875, 1054, 245, 772], [480, 713, 1165, 553], [305, 561, 1066, 1017]];0.34567;0.35049;0.34460
14;0.00582;00:06:10;0.34715;0.61297;[[896, 969, 50, 1055], [934, 1036, 245, 731], [513, 708, 1242, 448], [331, 556, 1148, 914]];0.34829;0.35085;0.34715
15;0.00579;00:06:34;0.35088;0.61475;[[914, 999, 60, 997], [941, 1075, 262, 668], [525, 726, 1326, 334], [330, 570, 1232, 817]];0.35051;0.35133;0.35088
16;0.00578;00:06:01;0.34935;0.61455;[[899, 988, 62, 1021], [931, 1065, 271, 679], [514, 721, 1355, 321], [330, 568, 1256, 795]];0.34857;0.34899;0.34935
17;0.00577;00:06:08;0.34749;0.61454;[[899, 970, 85, 1016], [947, 1035, 303, 661], [516, 709, 1360, 326], [332, 556, 1263, 798]];0.34642;0.34634;0.34749
18;0.00579;00:06:15;0.34052;0.61301;[[846, 963, 163, 998], [916, 999, 285, 746], [491, 691, 1174, 555], [310, 547, 1101, 991]];0.34103;0.34336;0.34052
19;0.00582;00:06:14;0.33560;0.61063;[[791, 966, 207, 1006], [879, 997, 278, 792], [475, 689, 924, 823], [296, 542, 871, 1240]];0.33418;0.34042;0.33560
20;0.00582;00:06:16;0.33687;0.61099;[[790, 992, 228, 960], [879, 1019, 296, 752], [472, 700, 911, 828], [297, 553, 852, 1247]];0.33515;0.34076;0.33687
21;0.00586;00:05:18;0.33212;0.60855;[[725, 970, 215, 1060], [808, 1000, 293, 845], [441, 685, 1021, 764], [269, 542, 973, 1165]];0.33088;0.33674;0.33212
22;0.00581;00:05:19;0.33500;0.61296;[[800, 956, 132, 1082], [898, 977, 232, 839], [488, 675, 852, 896], [304, 534, 795, 1316]];0.33285;0.34329;0.33500
23;0.00761;00:05:16;0.27089;0.37631;[[0, 0, 1379, 1591], [0, 0, 1508, 1438], [0, 0, 2172, 739], [0, 0, 1931, 1018]];0.17437;0.13008;0.27089
24;0.00652;00:05:17;0.22172;0.39594;[[0, 0, 787, 2183], [0, 0, 713, 2233], [0, 0, 1412, 1499], [0, 0, 1750, 1199]];0.15186;0.11708;0.22172
