epoch;loss;time;accuracy;auroc;confusion;f1;precision;recall
0;0.05613;1733809975;0.56410;0.68516;[[128, 11], [125, 48]];0.41379;0.81356;0.27746
1;0.05558;1733809984;0.61859;0.68759;[[136, 15], [104, 57]];0.48927;0.79167;0.35404
2;0.05615;1733809993;0.67949;0.71140;[[133, 17], [83, 79]];0.61240;0.82292;0.48765
3;0.05625;1733810001;0.64744;0.72615;[[123, 26], [84, 79]];0.58955;0.75238;0.48466
4;0.05575;1733810011;0.57372;0.60664;[[134, 17], [116, 45]];0.40359;0.72581;0.27950
5;0.05563;1733810020;0.71154;0.73211;[[137, 30], [60, 85]];0.65385;0.73913;0.58621
6;0.05540;1733810030;0.64103;0.68792;[[127, 27], [85, 73]];0.56589;0.73000;0.46203
7;0.05562;1733810039;0.72436;0.72420;[[128, 25], [61, 98]];0.69504;0.79675;0.61635
8;0.05541;1733810050;0.69551;0.74597;[[132, 26], [69, 85]];0.64151;0.76577;0.55195
9;0.05588;1733810059;0.68590;0.69830;[[130, 24], [74, 84]];0.63158;0.77778;0.53165
10;0.05621;1733810066;0.68910;0.70786;[[122, 28], [69, 93]];0.65724;0.76860;0.57407
11;0.05571;1733810075;0.68269;0.74130;[[114, 29], [70, 99]];0.66667;0.77344;0.58580
12;0.05570;1733810083;0.69231;0.70353;[[117, 28], [68, 99]];0.67347;0.77953;0.59281
13;0.05545;1733810092;0.71795;0.69852;[[131, 26], [62, 93]];0.67883;0.78151;0.60000
14;0.05534;1733810100;0.71474;0.71664;[[139, 29], [60, 84]];0.65370;0.74336;0.58333
15;0.05547;1733810114;0.67949;0.70443;[[128, 20], [80, 84]];0.62687;0.80769;0.51220
16;0.05514;1733810122;0.70513;0.74483;[[125, 28], [64, 95]];0.67376;0.77236;0.59748
17;0.05558;1733810134;0.72115;0.75729;[[130, 13], [74, 95]];0.68592;0.87963;0.56213
18;0.05537;1733810142;0.65064;0.65943;[[125, 26], [83, 78]];0.58868;0.75000;0.48447
19;0.05553;1733810150;0.73077;0.70874;[[139, 21], [63, 89]];0.67939;0.80909;0.58553
20;0.05549;1733810162;0.73077;0.77439;[[132, 17], [67, 96]];0.69565;0.84956;0.58896
21;0.05545;1733810170;0.68910;0.69189;[[126, 25], [72, 89]];0.64727;0.78070;0.55280
22;0.05540;1733810179;0.73397;0.76239;[[136, 26], [57, 93]];0.69145;0.78151;0.62000
23;0.05554;1733810187;0.70833;0.72888;[[130, 24], [67, 91]];0.66667;0.79130;0.57595
24;0.05561;1733810195;0.72115;0.73560;[[121, 33], [54, 104]];0.70508;0.75912;0.65823
25;0.05577;1733810204;0.68590;0.72225;[[118, 24], [74, 96]];0.66207;0.80000;0.56471
26;0.05566;1733810212;0.70513;0.66412;[[137, 29], [63, 83]];0.64341;0.74107;0.56849
27;0.05563;1733810220;0.72756;0.72207;[[132, 23], [62, 95]];0.69091;0.80508;0.60510
28;0.05554;1733810230;0.72115;0.72115;[[129, 21], [66, 96]];0.68817;0.82051;0.59259
29;0.05580;1733810238;0.71474;0.73948;[[143, 23], [66, 80]];0.64257;0.77670;0.54795
