epoch;loss;time;accuracy;auroc;confusion;f1;precision;recall
0;0.03348;00:01:19;0.50516;0.78749;[[443, 173, 13, 31], [234, 306, 61, 60], [57, 155, 210, 201], [74, 86, 149, 362]];0.49931;0.50338;0.50516
1;0.02923;00:01:28;0.57935;0.83736;[[468, 128, 23, 41], [200, 319, 87, 55], [36, 111, 255, 221], [52, 23, 123, 473]];0.57219;0.57315;0.57935
2;0.02506;00:01:24;0.63748;0.87600;[[502, 125, 23, 10], [177, 355, 101, 28], [13, 111, 310, 189], [13, 27, 131, 500]];0.63384;0.63211;0.63748
3;0.02774;00:01:21;0.60765;0.85469;[[446, 170, 17, 27], [190, 353, 69, 49], [27, 118, 305, 173], [24, 32, 130, 485]];0.60510;0.60545;0.60765
4;0.02435;00:01:24;0.66998;0.88481;[[508, 124, 12, 16], [184, 369, 83, 25], [11, 123, 343, 146], [13, 39, 87, 532]];0.66689;0.66698;0.66998
5;0.02226;00:01:37;0.69331;0.90251;[[516, 118, 9, 17], [176, 390, 74, 21], [14, 100, 360, 149], [9, 19, 96, 547]];0.68992;0.68972;0.69331
6;0.02172;00:01:40;0.70593;0.90814;[[518, 121, 13, 8], [155, 413, 78, 15], [12, 105, 363, 143], [7, 23, 89, 552]];0.70350;0.70316;0.70593
7;0.02187;00:01:40;0.71205;0.90832;[[524, 114, 9, 13], [159, 408, 74, 20], [13, 109, 374, 127], [10, 25, 80, 556]];0.70960;0.70972;0.71205
8;0.02078;00:01:35;0.72658;0.91536;[[535, 109, 8, 8], [139, 430, 73, 19], [8, 111, 380, 124], [5, 21, 90, 555]];0.72476;0.72455;0.72658
9;0.02009;00:01:37;0.72237;0.92102;[[527, 117, 7, 9], [154, 412, 75, 20], [7, 104, 396, 116], [7, 17, 93, 554]];0.72075;0.72019;0.72237
10;0.01937;00:01:37;0.73308;0.92561;[[527, 117, 9, 7], [153, 416, 75, 17], [8, 90, 404, 121], [4, 17, 80, 570]];0.73109;0.73053;0.73308
11;0.01894;00:01:37;0.74455;0.92870;[[531, 112, 9, 8], [145, 434, 68, 14], [6, 89, 411, 117], [4, 16, 80, 571]];0.74298;0.74263;0.74455
12;0.01814;00:01:37;0.75335;0.93409;[[534, 113, 6, 7], [141, 440, 66, 14], [6, 87, 415, 115], [3, 13, 74, 581]];0.75167;0.75153;0.75335
13;0.01847;00:01:42;0.75832;0.93177;[[546, 101, 6, 7], [141, 431, 69, 20], [7, 85, 423, 108], [6, 16, 66, 583]];0.75624;0.75600;0.75832
14;0.01732;00:01:35;0.76444;0.93974;[[540, 111, 5, 4], [135, 447, 67, 12], [6, 83, 429, 105], [5, 14, 69, 583]];0.76316;0.76298;0.76444
15;0.01755;00:01:37;0.76023;0.93883;[[544, 104, 4, 8], [129, 448, 70, 14], [4, 92, 414, 113], [4, 16, 69, 582]];0.75858;0.75855;0.76023
16;0.01686;00:01:37;0.78050;0.94278;[[542, 106, 7, 5], [115, 479, 56, 11], [5, 77, 434, 107], [4, 10, 71, 586]];0.77954;0.77969;0.78050
17;0.01683;00:01:22;0.77400;0.94329;[[544, 105, 6, 5], [128, 471, 55, 7], [5, 73, 430, 115], [4, 10, 78, 579]];0.77283;0.77276;0.77400
18;0.01560;00:01:34;0.79503;0.95074;[[569, 83, 5, 3], [117, 481, 56, 7], [5, 75, 438, 105], [4, 12, 64, 591]];0.79354;0.79354;0.79503
19;0.01542;00:01:37;0.78776;0.95183;[[558, 94, 3, 5], [126, 474, 55, 6], [2, 75, 441, 105], [3, 15, 66, 587]];0.78659;0.78670;0.78776
20;0.01514;00:01:38;0.79465;0.95383;[[558, 93, 7, 2], [111, 482, 58, 10], [3, 73, 449, 98], [3, 14, 65, 589]];0.79379;0.79365;0.79465
21;0.01453;00:01:36;0.80382;0.95692;[[565, 88, 5, 2], [116, 482, 58, 5], [2, 71, 451, 99], [1, 10, 56, 604]];0.80251;0.80242;0.80382
22;0.01418;00:01:34;0.80574;0.95909;[[565, 90, 3, 2], [105, 494, 55, 7], [5, 68, 452, 98], [3, 8, 64, 596]];0.80474;0.80467;0.80574
23;0.01363;00:01:37;0.81568;0.96259;[[567, 85, 4, 4], [107, 500, 45, 9], [3, 66, 468, 86], [1, 11, 61, 598]];0.81498;0.81504;0.81568
24;0.01347;00:01:40;0.82141;0.96327;[[564, 84, 6, 6], [116, 498, 37, 10], [2, 64, 477, 80], [1, 14, 47, 609]];0.82069;0.82122;0.82141
25;0.01299;00:01:23;0.82447;0.96590;[[574, 80, 5, 1], [105, 504, 47, 5], [1, 67, 471, 84], [2, 10, 52, 607]];0.82368;0.82377;0.82447
26;0.01257;00:01:25;0.83748;0.96829;[[575, 79, 3, 3], [81, 523, 46, 11], [3, 55, 482, 83], [4, 7, 50, 610]];0.83686;0.83702;0.83748
27;0.01257;00:01:38;0.83748;0.96808;[[583, 70, 5, 2], [99, 516, 37, 9], [1, 58, 480, 84], [2, 9, 49, 611]];0.83659;0.83689;0.83748
28;0.01240;00:01:25;0.83862;0.96829;[[575, 78, 5, 2], [89, 524, 42, 6], [6, 56, 480, 81], [1, 10, 46, 614]];0.83796;0.83825;0.83862
29;0.01196;00:01:25;0.84589;0.97116;[[578, 74, 5, 3], [89, 530, 37, 5], [2, 55, 489, 77], [1, 12, 43, 615]];0.84539;0.84579;0.84589
30;0.01072;00:01:22;0.85927;0.97698;[[582, 71, 3, 4], [84, 536, 35, 6], [3, 56, 504, 60], [2, 6, 38, 625]];0.85889;0.85921;0.85927
31;0.01084;00:01:30;0.85813;0.97628;[[578, 75, 4, 3], [83, 542, 31, 5], [2, 47, 507, 67], [3, 8, 43, 617]];0.85788;0.85818;0.85813
32;0.01028;00:01:39;0.87228;0.97845;[[593, 63, 2, 2], [77, 548, 31, 5], [3, 47, 512, 61], [2, 5, 36, 628]];0.87185;0.87213;0.87228
33;0.00944;00:01:36;0.88413;0.98191;[[595, 59, 2, 4], [72, 553, 30, 6], [3, 43, 532, 45], [3, 7, 29, 632]];0.88392;0.88408;0.88413
