epoch;loss;time;accuracy;auroc;confusion;f1;precision;recall
0;0.00145;00:05:50;0.93794;0.97767;[[15875, 1194], [910, 15926]];0.93804;0.93026;0.94595
1;0.00083;00:11:44;0.96472;0.99162;[[16342, 707], [489, 16367]];0.96475;0.95859;0.97099
2;0.00068;00:11:20;0.97059;0.99418;[[16505, 593], [404, 16403]];0.97051;0.96511;0.97596
3;0.00058;00:09:18;0.97434;0.99586;[[16634, 502], [368, 16401]];0.97416;0.97030;0.97805
4;0.00046;00:11:16;0.98047;0.99735;[[16737, 386], [276, 16506]];0.98034;0.97715;0.98355
5;0.00037;00:10:22;0.98384;0.99823;[[16592, 322], [226, 16765]];0.98392;0.98116;0.98670
6;0.00034;00:09:38;0.98578;0.99848;[[16558, 284], [198, 16865]];0.98591;0.98344;0.98840
7;0.00016;00:10:09;0.99428;0.99951;[[16891, 125], [69, 16820]];0.99427;0.99262;0.99591
8;0.00007;00:10:17;0.99802;0.99983;[[16891, 50], [17, 16947]];0.99803;0.99706;0.99900
9;0.00004;00:07:39;0.99926;0.99993;[[16950, 21], [4, 16930]];0.99926;0.99876;0.99976
10;0.00003;00:09:06;0.99944;0.99989;[[16966, 15], [4, 16920]];0.99944;0.99911;0.99976
11;0.00002;00:07:33;0.99953;1.00000;[[16998, 9], [7, 16891]];0.99953;0.99947;0.99959
12;0.00001;00:08:47;0.99988;1.00000;[[16765, 4], [0, 17136]];0.99988;0.99977;1.00000
13;0.00001;00:07:15;0.99968;1.00000;[[16829, 7], [4, 17065]];0.99968;0.99959;0.99977
14;0.00001;00:07:26;0.99976;0.99999;[[17056, 6], [2, 16841]];0.99976;0.99964;0.99988
15;0.00001;00:07:23;0.99985;1.00000;[[17020, 5], [0, 16880]];0.99985;0.99970;1.00000
16;0.00001;00:08:03;0.99971;1.00000;[[16897, 7], [3, 16998]];0.99971;0.99959;0.99982
17;0.00001;00:06:57;0.99985;1.00000;[[16755, 2], [3, 17145]];0.99985;0.99988;0.99983
18;0.00001;00:08:29;0.99962;1.00000;[[16923, 10], [3, 16969]];0.99962;0.99941;0.99982
19;0.00001;00:10:15;0.99988;1.00000;[[17059, 1], [3, 16842]];0.99988;0.99994;0.99982
20;0.00001;00:09:23;0.99973;1.00000;[[17049, 5], [4, 16847]];0.99973;0.99970;0.99976
21;0.00001;00:10:24;0.99979;1.00000;[[16964, 2], [5, 16934]];0.99979;0.99988;0.99970
22;0.00001;00:07:23;0.99973;1.00000;[[16977, 4], [5, 16919]];0.99973;0.99976;0.99970
23;0.00001;00:07:57;0.99973;1.00000;[[16944, 4], [5, 16952]];0.99973;0.99976;0.99971
24;0.00001;00:08:37;0.99991;1.00000;[[16965, 1], [2, 16937]];0.99991;0.99994;0.99988
25;0.00001;00:08:11;0.99965;1.00000;[[16830, 7], [5, 17063]];0.99965;0.99959;0.99971
26;0.00001;00:08:30;0.99985;1.00000;[[16783, 3], [2, 17117]];0.99985;0.99982;0.99988
27;0.00001;00:11:02;0.99976;1.00000;[[17058, 6], [2, 16839]];0.99976;0.99964;0.99988
28;0.00001;00:09:43;0.99985;1.00000;[[16807, 3], [2, 17093]];0.99985;0.99982;0.99988
29;0.00001;00:06:22;0.99973;1.00000;[[16965, 5], [4, 16931]];0.99973;0.99970;0.99976
