epoch;loss;time;accuracy;auroc;confusion;f1;precision;recall
0;0.00933;00:00:23;0.79419;0.87235;[[1452, 477], [310, 1585]];0.80111;0.76867;0.83641
1;0.00716;00:00:20;0.85042;0.92543;[[1586, 352], [220, 1666]];0.85348;0.82557;0.88335
2;0.00566;00:00:18;0.88991;0.95325;[[1632, 257], [164, 1771]];0.89377;0.87327;0.91525
3;0.00471;00:00:15;0.91004;0.96718;[[1694, 210], [134, 1786]];0.91216;0.89479;0.93021
4;0.00381;00:00:15;0.93253;0.97887;[[1796, 144], [114, 1770]];0.93207;0.92476;0.93949
5;0.00280;00:00:16;0.95031;0.98808;[[1768, 118], [72, 1866]];0.95156;0.94052;0.96285
6;0.00236;00:00:16;0.96104;0.99180;[[1792, 93], [56, 1883]];0.96194;0.95294;0.97112
7;0.00134;00:00:15;0.97908;0.99685;[[1851, 52], [28, 1893]];0.97931;0.97326;0.98542
8;0.00064;00:00:16;0.99059;0.99961;[[1898, 26], [10, 1890]];0.99057;0.98643;0.99474
9;0.00033;00:00:15;0.99712;0.99953;[[1931, 10], [1, 1882]];0.99709;0.99471;0.99947
10;0.00023;00:00:16;0.99817;0.99986;[[1932, 6], [1, 1885]];0.99815;0.99683;0.99947
11;0.00012;00:00:16;0.99922;1.00000;[[1875, 2], [1, 1946]];0.99923;0.99897;0.99949
12;0.00008;00:00:16;0.99948;1.00000;[[1878, 2], [0, 1944]];0.99949;0.99897;1.00000
13;0.00011;00:00:16;0.99869;1.00000;[[1928, 5], [0, 1891]];0.99868;0.99736;1.00000
14;0.00009;00:00:16;0.99922;0.99998;[[1902, 3], [0, 1919]];0.99922;0.99844;1.00000
15;0.00011;00:00:16;0.99895;0.99999;[[1878, 3], [1, 1942]];0.99897;0.99846;0.99949
16;0.00008;00:00:16;0.99948;1.00000;[[1873, 2], [0, 1949]];0.99949;0.99897;1.00000
17;0.00006;00:00:15;0.99948;1.00000;[[1935, 2], [0, 1887]];0.99947;0.99894;1.00000
18;0.00007;00:00:15;0.99895;1.00000;[[1960, 4], [0, 1860]];0.99893;0.99785;1.00000
19;0.00008;00:00:15;0.99948;1.00000;[[1871, 2], [0, 1951]];0.99949;0.99898;1.00000
20;0.00007;00:00:16;0.99948;1.00000;[[1885, 1], [1, 1937]];0.99948;0.99948;0.99948
21;0.00006;00:00:16;0.99974;1.00000;[[1899, 1], [0, 1924]];0.99974;0.99948;1.00000
22;0.00007;00:00:16;0.99974;1.00000;[[1904, 0], [1, 1919]];0.99974;1.00000;0.99948
23;0.00014;00:00:16;0.99895;0.99965;[[1950, 3], [1, 1870]];0.99893;0.99840;0.99947
24;0.00008;00:00:16;0.99948;1.00000;[[1903, 2], [0, 1919]];0.99948;0.99896;1.00000
25;0.00007;00:00:16;0.99922;1.00000;[[1888, 3], [0, 1933]];0.99922;0.99845;1.00000
26;0.00009;00:00:15;0.99948;0.99999;[[1903, 2], [0, 1919]];0.99948;0.99896;1.00000
27;0.00007;00:00:16;0.99922;1.00000;[[1883, 1], [2, 1938]];0.99923;0.99948;0.99897
28;0.00006;00:00:15;0.99948;1.00000;[[1931, 2], [0, 1891]];0.99947;0.99894;1.00000
29;0.00011;00:00:15;0.99895;0.99998;[[1905, 4], [0, 1915]];0.99896;0.99792;1.00000
