epoch;loss;time;accuracy;auroc;confusion;f1;precision;recall
0;0.01244;00:00:15;0.75059;0.80375;[[1362, 548], [406, 1509]];0.75982;0.73359;0.78799
1;0.00694;00:00:16;0.85987;0.93166;[[1516, 326], [210, 1773]];0.86869;0.84469;0.89410
2;0.00468;00:00:16;0.91712;0.96930;[[1758, 172], [145, 1750]];0.91695;0.91051;0.92348
3;0.00400;00:00:16;0.92706;0.97733;[[1826, 157], [122, 1720]];0.92498;0.91636;0.93377
4;0.00397;00:00:15;0.92627;0.97732;[[1755, 150], [132, 1788]];0.92691;0.92260;0.93125
5;0.00287;00:00:16;0.94614;0.98828;[[1797, 107], [99, 1822]];0.94649;0.94453;0.94846
6;0.00227;00:00:15;0.95869;0.99274;[[1825, 83], [75, 1842]];0.95888;0.95688;0.96088
7;0.00224;00:00:15;0.96392;0.99234;[[1862, 74], [64, 1825]];0.96357;0.96103;0.96612
8;0.00124;00:00:15;0.97935;0.99778;[[1863, 42], [37, 1883]];0.97945;0.97818;0.98073
9;0.00049;00:00:15;0.99451;0.99986;[[1901, 12], [9, 1903]];0.99451;0.99373;0.99529
10;0.00032;00:00:15;0.99765;0.99995;[[1892, 7], [2, 1924]];0.99767;0.99637;0.99896
11;0.00018;00:00:15;0.99895;1.00000;[[1864, 2], [2, 1957]];0.99898;0.99898;0.99898
12;0.00015;00:00:15;0.99843;1.00000;[[1932, 3], [3, 1887]];0.99841;0.99841;0.99841
13;0.00012;00:00:15;0.99974;1.00000;[[1925, 1], [0, 1899]];0.99974;0.99947;1.00000
14;0.00008;00:00:16;1.00000;1.00000;[[1886, 0], [0, 1939]];1.00000;1.00000;1.00000
15;0.00010;00:00:16;0.99974;0.99999;[[1941, 1], [0, 1883]];0.99973;0.99947;1.00000
16;0.00008;00:00:15;0.99974;1.00000;[[1876, 1], [0, 1948]];0.99974;0.99949;1.00000
17;0.00008;00:00:15;0.99974;1.00000;[[1908, 1], [0, 1916]];0.99974;0.99948;1.00000
18;0.00009;00:00:16;0.99974;1.00000;[[1962, 1], [0, 1862]];0.99973;0.99946;1.00000
19;0.00008;00:00:15;1.00000;1.00000;[[1977, 0], [0, 1848]];1.00000;1.00000;1.00000
20;0.00008;00:00:15;0.99974;1.00000;[[1902, 1], [0, 1922]];0.99974;0.99948;1.00000
21;0.00008;00:00:15;0.99974;1.00000;[[1871, 1], [0, 1953]];0.99974;0.99949;1.00000
22;0.00008;00:00:15;0.99974;1.00000;[[1880, 1], [0, 1944]];0.99974;0.99949;1.00000
23;0.00008;00:00:15;1.00000;1.00000;[[1944, 0], [0, 1881]];1.00000;1.00000;1.00000
24;0.00008;00:00:15;0.99948;1.00000;[[2012, 2], [0, 1811]];0.99945;0.99890;1.00000
25;0.00007;00:00:15;1.00000;1.00000;[[1982, 0], [0, 1843]];1.00000;1.00000;1.00000
26;0.00008;00:00:15;0.99974;1.00000;[[1903, 0], [1, 1921]];0.99974;1.00000;0.99948
27;0.00008;00:00:16;1.00000;1.00000;[[1971, 0], [0, 1854]];1.00000;1.00000;1.00000
28;0.00008;00:00:15;0.99974;1.00000;[[1968, 1], [0, 1856]];0.99973;0.99946;1.00000
29;0.00008;00:00:15;0.99974;1.00000;[[1948, 1], [0, 1876]];0.99973;0.99947;1.00000
