epoch;loss;time;accuracy;auroc;confusion;f1;precision;recall
0;0.00579;00:01:08;0.93693;0.99301;[[634, 22, 2, 2], [29, 603, 25, 4], [0, 21, 573, 29], [1, 3, 27, 641]];0.93688;0.93688;0.93693
1;0.00458;00:01:08;0.94075;0.99554;[[635, 24, 0, 1], [28, 609, 22, 2], [2, 19, 573, 29], [2, 3, 23, 644]];0.94068;0.94065;0.94075
2;0.00437;00:01:13;0.94992;0.99610;[[635, 24, 0, 1], [24, 628, 8, 1], [2, 17, 573, 31], [0, 2, 21, 649]];0.94986;0.94998;0.94992
3;0.00390;00:01:10;0.95566;0.99695;[[646, 13, 1, 0], [20, 625, 15, 1], [2, 16, 577, 28], [1, 4, 15, 652]];0.95556;0.95557;0.95566
4;0.00345;00:01:12;0.96292;0.99767;[[642, 16, 1, 1], [16, 631, 13, 1], [0, 9, 590, 24], [0, 1, 15, 656]];0.96290;0.96292;0.96292
5;0.00328;00:01:08;0.96521;0.99792;[[650, 10, 0, 0], [22, 632, 7, 0], [0, 8, 595, 20], [0, 3, 21, 648]];0.96519;0.96522;0.96521
6;0.00357;00:01:11;0.96216;0.99734;[[641, 16, 1, 2], [14, 632, 13, 2], [1, 13, 589, 20], [0, 2, 15, 655]];0.96215;0.96216;0.96216
7;0.00268;00:01:10;0.97171;0.99865;[[646, 14, 0, 0], [11, 644, 6, 0], [1, 9, 595, 18], [0, 1, 14, 657]];0.97170;0.97173;0.97171
8;0.00275;00:01:10;0.96674;0.99861;[[644, 16, 0, 0], [18, 633, 10, 0], [0, 15, 594, 14], [1, 1, 12, 658]];0.96674;0.96675;0.96674
9;0.00262;00:01:08;0.97248;0.99876;[[648, 11, 0, 1], [16, 637, 7, 1], [0, 11, 597, 15], [0, 1, 9, 662]];0.97245;0.97247;0.97248
10;0.00222;00:01:09;0.97554;0.99920;[[648, 10, 2, 0], [19, 638, 3, 1], [0, 9, 603, 11], [1, 0, 8, 663]];0.97552;0.97555;0.97554
11;0.00214;00:01:11;0.97630;0.99929;[[642, 16, 0, 2], [15, 642, 4, 0], [0, 8, 606, 9], [0, 0, 8, 664]];0.97630;0.97632;0.97630
12;0.00210;00:01:10;0.97974;0.99915;[[649, 9, 1, 1], [9, 642, 10, 0], [0, 7, 608, 8], [0, 1, 7, 664]];0.97974;0.97975;0.97974
13;0.00180;00:01:09;0.98242;0.99947;[[651, 9, 0, 0], [11, 644, 6, 0], [0, 6, 610, 7], [0, 1, 6, 665]];0.98241;0.98241;0.98242
14;0.00206;00:01:12;0.97668;0.99922;[[646, 14, 0, 0], [11, 643, 7, 0], [1, 6, 604, 12], [0, 0, 10, 662]];0.97668;0.97668;0.97668
15;0.00180;00:01:13;0.98242;0.99948;[[651, 9, 0, 0], [10, 644, 6, 1], [0, 7, 610, 6], [0, 0, 7, 665]];0.98241;0.98241;0.98242
16;0.00156;00:01:12;0.98356;0.99967;[[652, 6, 0, 2], [11, 649, 1, 0], [0, 6, 610, 7], [1, 3, 6, 662]];0.98356;0.98359;0.98356
17;0.00193;00:01:10;0.97592;0.99933;[[647, 12, 0, 1], [15, 644, 2, 0], [0, 6, 600, 17], [0, 0, 10, 662]];0.97590;0.97594;0.97592
18;0.00133;00:01:11;0.98853;0.99980;[[657, 3, 0, 0], [7, 651, 3, 0], [0, 3, 614, 6], [0, 0, 8, 664]];0.98853;0.98854;0.98853
19;0.00174;00:01:12;0.98547;0.99923;[[651, 9, 0, 0], [6, 647, 7, 1], [0, 3, 612, 8], [1, 0, 3, 668]];0.98547;0.98547;0.98547
20;0.00166;00:01:12;0.98050;0.99951;[[653, 6, 0, 1], [10, 643, 7, 1], [0, 9, 607, 7], [1, 2, 7, 662]];0.98050;0.98050;0.98050
21;0.00149;00:01:10;0.98509;0.99963;[[650, 9, 0, 1], [13, 644, 2, 2], [0, 4, 614, 5], [0, 0, 3, 669]];0.98508;0.98509;0.98509
22;0.00156;00:01:07;0.98433;0.99958;[[651, 7, 2, 0], [10, 646, 5, 0], [0, 4, 613, 6], [0, 0, 7, 665]];0.98433;0.98434;0.98433
23;0.00125;00:01:09;0.98930;0.99979;[[656, 4, 0, 0], [7, 651, 3, 0], [0, 4, 613, 6], [0, 0, 4, 668]];0.98929;0.98929;0.98930
24;0.00130;00:01:08;0.98777;0.99977;[[652, 8, 0, 0], [7, 652, 2, 0], [0, 6, 613, 4], [0, 2, 3, 667]];0.98778;0.98781;0.98777
25;0.00138;00:01:08;0.98662;0.99961;[[650, 8, 0, 2], [8, 648, 4, 1], [0, 4, 615, 4], [0, 0, 4, 668]];0.98662;0.98662;0.98662
26;0.00128;00:01:13;0.98739;0.99976;[[656, 4, 0, 0], [7, 650, 3, 1], [0, 3, 614, 6], [0, 1, 8, 663]];0.98738;0.98739;0.98739
27;0.00102;00:01:10;0.99159;0.99986;[[656, 3, 0, 1], [5, 655, 1, 0], [0, 2, 617, 4], [0, 0, 6, 666]];0.99159;0.99159;0.99159
28;0.00114;00:01:11;0.99083;0.99963;[[657, 3, 0, 0], [5, 655, 1, 0], [0, 3, 615, 5], [0, 0, 7, 665]];0.99082;0.99083;0.99083
29;0.00125;00:01:07;0.98891;0.99971;[[654, 5, 0, 1], [4, 653, 4, 0], [0, 3, 615, 5], [0, 2, 5, 665]];0.98892;0.98892;0.98891
