epoch;loss;time;accuracy;auroc;confusion;f1;precision;recall
0;0.05737;1733809454;0.70513;0.77553;[[91, 42], [50, 129]];0.73714;0.75439;0.72067
1;0.06223;1733809462;0.76282;0.83610;[[120, 24], [50, 118]];0.76129;0.83099;0.70238
2;0.06533;1733809470;0.61218;0.71540;[[119, 33], [88, 72]];0.54340;0.68571;0.45000
3;0.06521;1733809479;0.67949;0.75015;[[102, 45], [55, 110]];0.68750;0.70968;0.66667
4;0.05959;1733809487;0.67308;0.68366;[[159, 18], [84, 51]];0.50000;0.73913;0.37778
5;0.06534;1733809497;0.66667;0.70007;[[159, 20], [84, 49]];0.48515;0.71014;0.36842
6;0.05998;1733809505;0.59615;0.69226;[[128, 23], [103, 58]];0.47934;0.71605;0.36025
7;0.06316;1733809513;0.64744;0.73571;[[129, 23], [87, 73]];0.57031;0.76042;0.45625
8;0.06188;1733809521;0.66026;0.79124;[[141, 23], [83, 65]];0.55085;0.73864;0.43919
9;0.06024;1733809529;0.66346;0.77858;[[139, 21], [84, 68]];0.56432;0.76404;0.44737
10;0.06011;1733809537;0.60897;0.76178;[[142, 15], [107, 48]];0.44037;0.76190;0.30968
11;0.06018;1733809547;0.58654;0.73259;[[143, 14], [115, 40]];0.38278;0.74074;0.25806
12;0.06080;1733809555;0.59936;0.76112;[[143, 13], [112, 44]];0.41315;0.77193;0.28205
13;0.06049;1733809563;0.60256;0.70134;[[143, 11], [113, 45]];0.42056;0.80357;0.28481
14;0.06092;1733809572;0.62500;0.74393;[[152, 13], [104, 43]];0.42365;0.76786;0.29252
15;0.06191;1733809582;0.62179;0.73911;[[153, 12], [106, 41]];0.41000;0.77358;0.27891
16;0.06078;1733809591;0.58333;0.73936;[[140, 14], [116, 42]];0.39252;0.75000;0.26582
17;0.06105;1733809599;0.59936;0.72718;[[140, 15], [110, 47]];0.42922;0.75806;0.29936
18;0.06065;1733809607;0.63462;0.76421;[[146, 9], [105, 52]];0.47706;0.85246;0.33121
19;0.06047;1733809617;0.57051;0.71053;[[137, 15], [119, 41]];0.37963;0.73214;0.25625
20;0.06131;1733809625;0.63782;0.75472;[[154, 16], [97, 45]];0.44335;0.73770;0.31690
21;0.06036;1733809633;0.58013;0.74334;[[138, 16], [115, 43]];0.39631;0.72881;0.27215
22;0.06114;1733809641;0.64103;0.78354;[[154, 13], [99, 46]];0.45098;0.77966;0.31724
23;0.06044;1733809649;0.56090;0.72372;[[123, 13], [124, 52]];0.43154;0.80000;0.29545
24;0.06067;1733809657;0.66026;0.77125;[[154, 12], [94, 52]];0.49524;0.81250;0.35616
25;0.06068;1733809668;0.59936;0.80714;[[132, 9], [116, 55]];0.46809;0.85938;0.32164
26;0.06090;1733809676;0.60256;0.75558;[[143, 12], [112, 45]];0.42056;0.78947;0.28662
27;0.06141;1733809685;0.62821;0.74220;[[151, 14], [102, 45]];0.43689;0.76271;0.30612
28;0.06073;1733809693;0.61218;0.75882;[[140, 12], [109, 51]];0.45740;0.80952;0.31875
29;0.06072;1733809701;0.62821;0.79233;[[149, 10], [106, 47]];0.44762;0.82456;0.30719
