epoch;loss;time;accuracy;auroc;confusion;f1;precision;recall
0;0.02008;00:05:22;0.34715;0.65056;[[1761, 937, 103, 169], [1556, 982, 194, 213], [933, 623, 729, 626], [1084, 533, 717, 616]];0.33347;0.36154;0.34715
1;0.02051;00:05:23;0.34468;0.64133;[[1503, 884, 111, 472], [1370, 922, 260, 393], [834, 630, 1036, 411], [820, 533, 999, 598]];0.33754;0.34778;0.34468
2;0.02042;00:05:26;0.35436;0.64362;[[1909, 683, 55, 323], [1712, 735, 238, 260], [994, 483, 1098, 336], [1099, 386, 1034, 431]];0.33310;0.35654;0.35436
3;0.02049;00:05:23;0.35173;0.64238;[[1417, 897, 69, 587], [1313, 954, 240, 438], [794, 626, 1013, 478], [712, 550, 930, 758]];0.34897;0.35836;0.35173
4;0.02063;00:05:17;0.34681;0.63334;[[1869, 759, 51, 291], [1717, 746, 227, 255], [980, 521, 1011, 399], [1016, 518, 958, 458]];0.32783;0.35078;0.34681
5;0.02084;00:05:22;0.34800;0.63159;[[1541, 968, 136, 325], [1418, 964, 282, 281], [865, 643, 1002, 401], [837, 607, 915, 591]];0.34009;0.35787;0.34800
6;0.02079;00:05:26;0.34477;0.63137;[[1583, 897, 79, 411], [1506, 870, 293, 276], [878, 616, 1213, 204], [839, 567, 1150, 394]];0.32933;0.34327;0.34477
7;0.02077;00:05:21;0.34324;0.63147;[[1585, 937, 58, 390], [1514, 874, 263, 294], [885, 627, 1197, 202], [837, 586, 1141, 386]];0.32791;0.34250;0.34324
8;0.02085;00:05:22;0.34698;0.62729;[[1442, 849, 89, 590], [1391, 851, 302, 401], [826, 623, 1276, 186], [707, 539, 1187, 517]];0.33765;0.34463;0.34698
9;0.02091;00:05:19;0.34681;0.62458;[[1434, 892, 64, 580], [1415, 848, 265, 417], [851, 613, 1222, 225], [701, 552, 1117, 580]];0.34008;0.34903;0.34681
10;0.02106;00:05:28;0.34409;0.61777;[[1148, 894, 105, 823], [1186, 886, 298, 575], [745, 655, 1252, 259], [461, 564, 1159, 766]];0.34305;0.34485;0.34409
11;0.02418;00:05:24;0.26240;0.40441;[[0, 2, 452, 2516], [0, 1, 692, 2252], [0, 1, 1628, 1282], [0, 2, 1487, 1461]];0.18240;0.18490;0.26240
12;0.02209;00:05:20;0.21637;0.43306;[[6, 309, 624, 2031], [4, 418, 632, 1891], [1, 682, 1081, 1147], [1, 623, 1283, 1043]];0.18252;0.29412;0.21637
13;0.02189;00:05:21;0.22172;0.44737;[[35, 662, 597, 1676], [42, 836, 529, 1538], [34, 1124, 902, 851], [24, 948, 1140, 838]];0.19669;0.23715;0.22172
14;0.02183;00:05:21;0.21841;0.45565;[[59, 822, 618, 1471], [63, 963, 534, 1385], [68, 1235, 842, 766], [53, 1021, 1168, 708]];0.19548;0.22762;0.21841
15;0.02180;00:05:21;0.21841;0.45881;[[97, 842, 752, 1279], [111, 999, 658, 1177], [135, 1211, 892, 673], [91, 1030, 1245, 584]];0.19768;0.21914;0.21841
16;0.02180;00:05:21;0.22011;0.45738;[[86, 835, 885, 1164], [82, 973, 810, 1080], [73, 1237, 973, 628], [37, 1037, 1316, 560]];0.19634;0.23888;0.22011
17;0.02178;00:05:18;0.21459;0.45975;[[179, 757, 892, 1142], [223, 891, 729, 1102], [180, 1163, 934, 634], [131, 958, 1338, 523]];0.20002;0.22027;0.21459
18;0.02178;00:05:18;0.21841;0.45959;[[216, 725, 977, 1052], [198, 867, 834, 1046], [158, 1132, 1006, 615], [143, 974, 1350, 483]];0.20449;0.23236;0.21841
19;0.02177;00:05:20;0.21909;0.46048;[[215, 685, 866, 1204], [203, 832, 765, 1145], [114, 1162, 1006, 629], [76, 1013, 1334, 527]];0.20618;0.24583;0.21909
20;0.02177;00:05:22;0.21298;0.45908;[[219, 658, 1016, 1077], [255, 785, 892, 1013], [135, 1132, 1025, 619], [78, 958, 1435, 479]];0.19953;0.23161;0.21298
21;0.02177;00:05:21;0.21535;0.45490;[[213, 604, 1395, 758], [215, 759, 1226, 745], [128, 1088, 1258, 437], [68, 969, 1607, 306]];0.19311;0.23241;0.21535
22;0.02176;00:05:22;0.22011;0.45604;[[319, 516, 1427, 708], [337, 645, 1328, 635], [177, 1010, 1370, 354], [105, 889, 1698, 258]];0.19880;0.22970;0.22011
23;0.02176;00:05:20;0.21773;0.45394;[[377, 431, 1534, 628], [379, 567, 1384, 615], [238, 927, 1384, 362], [135, 855, 1724, 236]];0.19717;0.22411;0.21773
24;0.02176;00:05:26;0.21663;0.45450;[[281, 497, 1835, 357], [303, 613, 1676, 353], [189, 987, 1531, 204], [101, 838, 1885, 126]];0.18178;0.21831;0.21663
