epoch;loss;time;accuracy;auroc;confusion;f1;precision;recall
0;0.01288;00:01:49;0.84627;0.96661;[[585, 65, 5, 5], [85, 523, 46, 8], [6, 63, 485, 68], [7, 9, 35, 620]];0.84549;0.84576;0.84627
1;0.01175;00:01:46;0.86080;0.97235;[[588, 62, 4, 6], [73, 548, 36, 5], [5, 52, 498, 67], [3, 4, 47, 617]];0.86034;0.86042;0.86080
2;0.01063;00:01:31;0.87036;0.97669;[[591, 61, 4, 4], [78, 546, 33, 5], [3, 45, 517, 57], [3, 7, 39, 622]];0.87004;0.87008;0.87036
3;0.01000;00:01:49;0.87457;0.97985;[[595, 57, 1, 7], [72, 552, 32, 6], [1, 42, 520, 59], [4, 10, 37, 620]];0.87428;0.87442;0.87457
4;0.00952;00:01:45;0.88375;0.98163;[[604, 49, 4, 3], [66, 556, 35, 5], [5, 37, 523, 57], [6, 4, 33, 628]];0.88330;0.88334;0.88375
5;0.00993;00:01:42;0.87304;0.97998;[[599, 54, 4, 3], [61, 564, 33, 4], [7, 47, 510, 58], [2, 8, 51, 610]];0.87286;0.87288;0.87304
6;0.01020;00:01:45;0.86654;0.97888;[[590, 63, 3, 4], [77, 548, 33, 4], [4, 46, 511, 61], [4, 5, 45, 617]];0.86622;0.86627;0.86654
7;0.00874;00:01:48;0.89216;0.98444;[[605, 50, 2, 3], [57, 571, 29, 5], [4, 31, 529, 58], [4, 8, 31, 628]];0.89187;0.89202;0.89216
8;0.00822;00:01:45;0.89522;0.98622;[[606, 46, 4, 4], [61, 575, 21, 5], [2, 39, 533, 48], [2, 4, 38, 627]];0.89502;0.89509;0.89522
9;0.00855;00:01:46;0.89522;0.98502;[[606, 50, 2, 2], [58, 578, 22, 4], [2, 34, 532, 54], [3, 6, 37, 625]];0.89504;0.89518;0.89522
10;0.00727;00:01:45;0.91396;0.98921;[[617, 41, 0, 2], [57, 589, 14, 2], [4, 28, 548, 42], [1, 3, 31, 636]];0.91380;0.91402;0.91396
11;0.00795;00:01:40;0.89751;0.98727;[[608, 45, 6, 1], [59, 576, 25, 2], [5, 32, 533, 52], [1, 3, 37, 630]];0.89726;0.89724;0.89751
12;0.00725;00:01:46;0.91281;0.98911;[[616, 39, 2, 3], [46, 595, 20, 1], [6, 35, 544, 37], [1, 4, 34, 632]];0.91273;0.91283;0.91281
13;0.00741;00:01:45;0.90478;0.98892;[[613, 43, 2, 2], [45, 592, 19, 6], [1, 29, 539, 53], [3, 5, 41, 622]];0.90467;0.90473;0.90478
14;0.00697;00:01:43;0.91166;0.99000;[[617, 37, 4, 2], [45, 588, 24, 5], [3, 31, 550, 38], [0, 7, 35, 629]];0.91160;0.91157;0.91166
15;0.00791;00:01:48;0.89943;0.98777;[[612, 43, 1, 4], [51, 591, 16, 4], [5, 24, 539, 54], [1, 6, 54, 610]];0.89933;0.89930;0.89943
16;0.00623;00:01:41;0.92237;0.99207;[[618, 40, 2, 0], [43, 601, 17, 1], [4, 24, 558, 36], [2, 5, 29, 635]];0.92234;0.92242;0.92237
17;0.00654;00:01:46;0.92543;0.99100;[[616, 39, 2, 3], [41, 598, 22, 1], [2, 23, 563, 34], [0, 3, 25, 643]];0.92536;0.92535;0.92543
18;0.00636;00:01:51;0.91893;0.99163;[[622, 34, 1, 3], [39, 594, 27, 2], [0, 30, 552, 40], [1, 3, 32, 635]];0.91883;0.91879;0.91893
19;0.00623;00:01:46;0.91969;0.99204;[[627, 28, 1, 4], [33, 600, 25, 4], [1, 28, 552, 41], [4, 5, 36, 626]];0.91962;0.91957;0.91969
20;0.00581;00:01:47;0.92467;0.99285;[[626, 34, 0, 0], [43, 598, 21, 0], [2, 24, 557, 39], [0, 5, 29, 637]];0.92456;0.92455;0.92467
21;0.00504;00:01:48;0.93461;0.99469;[[630, 26, 0, 4], [35, 607, 19, 1], [1, 24, 569, 28], [2, 6, 25, 638]];0.93457;0.93457;0.93461
22;0.00559;00:01:41;0.93308;0.99334;[[629, 28, 1, 2], [31, 605, 21, 5], [1, 21, 572, 28], [2, 5, 30, 634]];0.93307;0.93307;0.93308
23;0.00574;00:01:45;0.93117;0.99322;[[619, 37, 2, 2], [38, 608, 11, 5], [2, 23, 570, 27], [1, 5, 27, 638]];0.93119;0.93129;0.93117
24;0.00525;00:01:45;0.93767;0.99401;[[630, 28, 0, 2], [28, 609, 20, 5], [1, 21, 571, 29], [1, 3, 25, 642]];0.93763;0.93761;0.93767
25;0.00524;00:01:48;0.93537;0.99415;[[632, 25, 2, 1], [38, 601, 21, 2], [0, 24, 566, 32], [1, 2, 21, 647]];0.93522;0.93520;0.93537
26;0.00502;00:01:42;0.94302;0.99447;[[632, 26, 1, 1], [34, 610, 16, 2], [2, 17, 579, 24], [1, 3, 22, 645]];0.94298;0.94297;0.94302
27;0.00546;00:01:31;0.93576;0.99365;[[615, 44, 1, 0], [31, 615, 12, 4], [4, 17, 578, 23], [4, 3, 25, 639]];0.93583;0.93601;0.93576
28;0.00472;00:01:47;0.94493;0.99523;[[628, 28, 1, 3], [39, 613, 9, 1], [2, 16, 584, 20], [1, 0, 24, 646]];0.94492;0.94495;0.94493
