epoch;loss;time;accuracy;auroc;confusion;f1;precision;recall
0;0.02317;00:01:08;0.81415;0.94666;[[571, 77, 7, 5], [75, 506, 58, 23], [11, 64, 469, 78], [7, 17, 64, 583]];0.81378;0.81362;0.81415
1;0.01449;00:01:06;0.84206;0.96491;[[581, 55, 15, 9], [72, 528, 52, 10], [11, 58, 495, 58], [5, 14, 54, 598]];0.84187;0.84172;0.84206
2;0.00901;00:01:06;0.89751;0.98382;[[613, 35, 9, 3], [45, 568, 37, 12], [6, 46, 539, 31], [3, 8, 33, 627]];0.89741;0.89733;0.89751
3;0.00607;00:01:07;0.93155;0.99243;[[626, 27, 3, 4], [28, 599, 26, 9], [5, 22, 569, 26], [2, 5, 22, 642]];0.93147;0.93144;0.93155
4;0.00392;00:01:08;0.95946;0.99686;[[639, 15, 3, 3], [14, 630, 17, 1], [1, 17, 591, 13], [1, 4, 17, 649]];0.95951;0.95959;0.95946
5;0.00300;00:01:06;0.97170;0.99821;[[646, 10, 2, 2], [11, 638, 11, 2], [3, 15, 597, 7], [2, 2, 7, 660]];0.97170;0.97170;0.97170
6;0.00194;00:01:08;0.98317;0.99936;[[655, 4, 1, 0], [3, 647, 10, 2], [1, 11, 603, 7], [0, 0, 5, 666]];0.98316;0.98316;0.98317
7;0.00156;00:01:06;0.98929;0.99948;[[657, 3, 0, 0], [6, 648, 7, 1], [1, 5, 614, 2], [0, 1, 2, 668]];0.98928;0.98929;0.98929
8;0.00143;00:01:06;0.98700;0.99965;[[657, 3, 0, 0], [5, 651, 4, 2], [0, 7, 611, 4], [0, 2, 7, 662]];0.98700;0.98700;0.98700
9;0.00112;00:01:08;0.98967;0.99987;[[654, 4, 2, 0], [6, 655, 1, 0], [1, 4, 612, 5], [0, 1, 3, 667]];0.98967;0.98968;0.98967
10;0.00098;00:01:08;0.99426;0.99978;[[658, 2, 0, 0], [4, 655, 1, 2], [0, 1, 620, 1], [0, 1, 3, 667]];0.99426;0.99426;0.99426
11;0.00098;00:01:08;0.99082;0.99983;[[656, 4, 0, 0], [6, 651, 3, 2], [0, 5, 615, 2], [0, 0, 2, 669]];0.99082;0.99082;0.99082
12;0.00067;00:01:09;0.99579;0.99996;[[658, 1, 1, 0], [4, 654, 4, 0], [0, 1, 621, 0], [0, 0, 0, 671]];0.99579;0.99580;0.99579
13;0.00050;00:01:07;0.99694;0.99993;[[657, 2, 1, 0], [1, 659, 1, 1], [0, 0, 621, 1], [0, 1, 0, 670]];0.99694;0.99694;0.99694
14;0.00039;00:01:06;0.99809;1.00000;[[657, 1, 2, 0], [1, 661, 0, 0], [0, 0, 621, 1], [0, 0, 0, 671]];0.99809;0.99809;0.99809
15;0.00027;00:01:05;0.99924;1.00000;[[660, 0, 0, 0], [0, 662, 0, 0], [1, 0, 621, 0], [0, 0, 1, 670]];0.99924;0.99924;0.99924
16;0.00028;00:01:07;0.99885;0.99999;[[660, 0, 0, 0], [1, 661, 0, 0], [0, 0, 621, 1], [0, 0, 1, 670]];0.99885;0.99885;0.99885
17;0.00021;00:01:07;0.99962;1.00000;[[660, 0, 0, 0], [1, 661, 0, 0], [0, 0, 622, 0], [0, 0, 0, 671]];0.99962;0.99962;0.99962
18;0.00018;00:01:10;1.00000;1.00000;[[660, 0, 0, 0], [0, 662, 0, 0], [0, 0, 622, 0], [0, 0, 0, 671]];1.00000;1.00000;1.00000
19;0.00018;00:01:07;0.99924;1.00000;[[660, 0, 0, 0], [2, 660, 0, 0], [0, 0, 622, 0], [0, 0, 0, 671]];0.99924;0.99924;0.99924
20;0.00014;00:01:06;1.00000;1.00000;[[660, 0, 0, 0], [0, 662, 0, 0], [0, 0, 622, 0], [0, 0, 0, 671]];1.00000;1.00000;1.00000
21;0.00018;00:01:06;0.99885;1.00000;[[660, 0, 0, 0], [0, 661, 1, 0], [0, 0, 621, 1], [0, 0, 1, 670]];0.99885;0.99885;0.99885
22;0.00013;00:01:09;1.00000;1.00000;[[660, 0, 0, 0], [0, 662, 0, 0], [0, 0, 622, 0], [0, 0, 0, 671]];1.00000;1.00000;1.00000
23;0.00013;00:01:07;0.99962;1.00000;[[660, 0, 0, 0], [0, 662, 0, 0], [0, 1, 621, 0], [0, 0, 0, 671]];0.99962;0.99962;0.99962
24;0.00010;00:01:07;1.00000;1.00000;[[660, 0, 0, 0], [0, 662, 0, 0], [0, 0, 622, 0], [0, 0, 0, 671]];1.00000;1.00000;1.00000
25;0.00009;00:01:07;1.00000;1.00000;[[660, 0, 0, 0], [0, 662, 0, 0], [0, 0, 622, 0], [0, 0, 0, 671]];1.00000;1.00000;1.00000
26;0.00010;00:01:06;0.99962;1.00000;[[659, 1, 0, 0], [0, 662, 0, 0], [0, 0, 622, 0], [0, 0, 0, 671]];0.99962;0.99962;0.99962
27;0.00010;00:01:09;0.99962;1.00000;[[659, 1, 0, 0], [0, 662, 0, 0], [0, 0, 622, 0], [0, 0, 0, 671]];0.99962;0.99962;0.99962
28;0.00009;00:01:07;0.99962;1.00000;[[660, 0, 0, 0], [0, 662, 0, 0], [0, 0, 622, 0], [0, 0, 1, 670]];0.99962;0.99962;0.99962
29;0.00007;00:01:07;1.00000;1.00000;[[660, 0, 0, 0], [0, 662, 0, 0], [0, 0, 622, 0], [0, 0, 0, 671]];1.00000;1.00000;1.00000
30;0.00007;00:01:06;1.00000;1.00000;[[660, 0, 0, 0], [0, 662, 0, 0], [0, 0, 622, 0], [0, 0, 0, 671]];1.00000;1.00000;1.00000
31;0.00006;00:01:08;1.00000;1.00000;[[660, 0, 0, 0], [0, 662, 0, 0], [0, 0, 622, 0], [0, 0, 0, 671]];1.00000;1.00000;1.00000
32;0.00007;00:01:08;1.00000;1.00000;[[660, 0, 0, 0], [0, 662, 0, 0], [0, 0, 622, 0], [0, 0, 0, 671]];1.00000;1.00000;1.00000
33;0.00006;00:01:07;1.00000;1.00000;[[660, 0, 0, 0], [0, 662, 0, 0], [0, 0, 622, 0], [0, 0, 0, 671]];1.00000;1.00000;1.00000
