epoch;loss;time;accuracy;auroc;confusion;f1;precision;recall
0;0.00193;00:11:18;0.90467;0.95983;[[14870, 2084], [1148, 15803]];0.90723;0.88349;0.93228
1;0.00129;00:11:04;0.94075;0.97954;[[15408, 1412], [597, 16488]];0.94258;0.92112;0.96506
2;0.00095;00:10:47;0.95667;0.98801;[[15953, 1020], [449, 16483]];0.95734;0.94172;0.97348
3;0.00068;00:10:44;0.96894;0.99370;[[16143, 717], [336, 16709]];0.96945;0.95885;0.98029
4;0.00049;00:10:08;0.97868;0.99636;[[16333, 504], [219, 16849]];0.97900;0.97096;0.98717
5;0.00044;00:10:23;0.98118;0.99729;[[16568, 432], [206, 16699]];0.98126;0.97478;0.98781
6;0.00033;00:09:27;0.98578;0.99820;[[16537, 320], [162, 16886]];0.98593;0.98140;0.99050
7;0.00025;00:12:13;0.98947;0.99899;[[16744, 245], [112, 16804]];0.98949;0.98563;0.99338
8;0.00029;00:10:22;0.98752;0.99876;[[16713, 272], [151, 16769]];0.98754;0.98404;0.99108
9;0.00019;00:10:38;0.99248;0.99935;[[16805, 171], [84, 16845]];0.99249;0.98995;0.99504
10;0.00021;00:12:56;0.99139;0.99934;[[16726, 189], [103, 16887]];0.99143;0.98893;0.99394
11;0.00007;00:10:40;0.99776;0.99986;[[16979, 64], [12, 16850]];0.99775;0.99622;0.99929
12;0.00003;00:09:41;0.99920;0.99992;[[16948, 27], [0, 16930]];0.99920;0.99841;1.00000
13;0.00001;00:11:02;0.99971;1.00000;[[17013, 10], [0, 16882]];0.99970;0.99941;1.00000
14;0.00001;00:10:25;0.99976;1.00000;[[16852, 7], [1, 17045]];0.99977;0.99959;0.99994
15;0.00001;00:10:04;0.99979;1.00000;[[16831, 6], [1, 17067]];0.99979;0.99965;0.99994
16;0.00000;00:10:39;0.99982;1.00000;[[16879, 4], [2, 17020]];0.99982;0.99977;0.99988
17;0.00000;00:10:47;1.00000;1.00000;[[17092, 0], [0, 16813]];1.00000;1.00000;1.00000
18;0.00000;00:10:31;0.99994;1.00000;[[17119, 2], [0, 16784]];0.99994;0.99988;1.00000
19;0.00000;00:09:54;0.99994;1.00000;[[17049, 2], [0, 16854]];0.99994;0.99988;1.00000
20;0.00000;00:10:22;1.00000;1.00000;[[16926, 0], [0, 16979]];1.00000;1.00000;1.00000
21;0.00000;00:12:27;0.99994;1.00000;[[16984, 2], [0, 16919]];0.99994;0.99988;1.00000
22;0.00000;00:11:49;1.00000;1.00000;[[16984, 0], [0, 16921]];1.00000;1.00000;1.00000
23;0.00000;00:12:15;0.99994;1.00000;[[16991, 2], [0, 16912]];0.99994;0.99988;1.00000
24;0.00000;00:08:48;0.99994;1.00000;[[17151, 2], [0, 16752]];0.99994;0.99988;1.00000
25;0.00000;00:10:02;0.99997;1.00000;[[16966, 1], [0, 16938]];0.99997;0.99994;1.00000
26;0.00000;00:10:37;0.99997;1.00000;[[17042, 1], [0, 16862]];0.99997;0.99994;1.00000
27;0.00000;00:08:54;0.99997;1.00000;[[16830, 1], [0, 17074]];0.99997;0.99994;1.00000
28;0.00000;00:09:35;1.00000;1.00000;[[16919, 0], [0, 16986]];1.00000;1.00000;1.00000
29;0.00000;00:09:20;0.99994;1.00000;[[17058, 2], [0, 16845]];0.99994;0.99988;1.00000
