epoch;loss;time;accuracy;auroc;confusion;f1;precision;recall
0;0.00139;00:06:48;0.94045;0.97932;[[15747, 1098], [921, 16139]];0.94113;0.93630;0.94601
1;0.00073;00:09:27;0.97003;0.99361;[[16430, 548], [468, 16459]];0.97006;0.96778;0.97235
2;0.00057;00:10:38;0.97487;0.99617;[[16682, 439], [413, 16371]];0.97464;0.97388;0.97539
3;0.00047;00:12:03;0.97912;0.99731;[[16758, 370], [338, 16439]];0.97892;0.97799;0.97985
4;0.00043;00:11:02;0.98219;0.99777;[[16757, 313], [291, 16544]];0.98207;0.98143;0.98271
5;0.00037;00:09:39;0.98325;0.99847;[[16769, 286], [282, 16568]];0.98315;0.98303;0.98326
6;0.00034;00:09:38;0.98508;0.99856;[[16781, 266], [240, 16618]];0.98500;0.98425;0.98576
7;0.00016;00:09:44;0.99360;0.99970;[[16896, 117], [100, 16792]];0.99358;0.99308;0.99408
8;0.00008;00:10:21;0.99770;0.99984;[[16808, 36], [42, 17019]];0.99771;0.99789;0.99754
9;0.00003;00:08:46;0.99920;0.99998;[[16961, 17], [10, 16917]];0.99920;0.99900;0.99941
10;0.00002;00:10:43;0.99944;0.99998;[[16945, 6], [13, 16941]];0.99944;0.99965;0.99923
11;0.00002;00:10:08;0.99950;1.00000;[[16892, 9], [8, 16996]];0.99950;0.99947;0.99953
12;0.00001;00:12:43;0.99965;1.00000;[[16935, 5], [7, 16958]];0.99965;0.99971;0.99959
13;0.00001;00:11:42;0.99965;0.99999;[[16871, 6], [6, 17022]];0.99965;0.99965;0.99965
14;0.00001;00:11:49;0.99973;1.00000;[[16930, 3], [6, 16966]];0.99973;0.99982;0.99965
15;0.00001;00:11:43;0.99962;1.00000;[[16753, 3], [10, 17139]];0.99962;0.99983;0.99942
16;0.00001;00:10:09;0.99956;1.00000;[[17069, 7], [8, 16821]];0.99955;0.99958;0.99952
17;0.00001;00:10:14;0.99985;1.00000;[[17026, 3], [2, 16874]];0.99985;0.99982;0.99988
18;0.00001;00:09:43;0.99968;1.00000;[[16990, 7], [4, 16904]];0.99967;0.99959;0.99976
19;0.00001;00:09:47;0.99971;1.00000;[[16971, 4], [6, 16924]];0.99970;0.99976;0.99965
20;0.00001;00:10:34;0.99985;1.00000;[[17013, 3], [2, 16887]];0.99985;0.99982;0.99988
21;0.00001;00:09:00;0.99959;1.00000;[[16807, 4], [10, 17084]];0.99959;0.99977;0.99941
22;0.00001;00:10:06;0.99968;1.00000;[[16963, 7], [4, 16931]];0.99968;0.99959;0.99976
23;0.00001;00:10:04;0.99965;1.00000;[[17001, 6], [6, 16892]];0.99964;0.99964;0.99964
24;0.00001;00:09:52;0.99971;1.00000;[[16894, 5], [5, 17001]];0.99971;0.99971;0.99971
25;0.00001;00:10:16;0.99968;1.00000;[[16939, 4], [7, 16955]];0.99968;0.99976;0.99959
26;0.00001;00:11:22;0.99979;1.00000;[[16874, 4], [3, 17024]];0.99979;0.99977;0.99982
27;0.00001;00:10:43;0.99962;1.00000;[[16980, 6], [7, 16912]];0.99962;0.99965;0.99959
28;0.00001;00:10:15;0.99976;1.00000;[[17084, 3], [5, 16813]];0.99976;0.99982;0.99970
29;0.00001;00:11:04;0.99982;1.00000;[[17114, 1], [5, 16785]];0.99982;0.99994;0.99970
