epoch;loss;time;accuracy;auroc;confusion;f1;precision;recall
0;0.00426;00:06:40;0.80212;0.86622;[[12879, 4051], [2658, 14317]];0.81017;0.77945;0.84342
1;0.00180;00:09:15;0.90786;0.96700;[[15311, 1774], [1350, 15470]];0.90829;0.89712;0.91974
2;0.00122;00:08:07;0.94219;0.98434;[[15913, 1046], [914, 16032]];0.94239;0.93875;0.94606
3;0.00087;00:11:08;0.96127;0.99168;[[16234, 704], [609, 16358]];0.96142;0.95874;0.96411
4;0.00067;00:10:32;0.97003;0.99502;[[16414, 536], [480, 16475]];0.97009;0.96849;0.97169
5;0.00057;00:08:31;0.97440;0.99629;[[16454, 438], [430, 16583]];0.97450;0.97427;0.97473
6;0.00047;00:09:45;0.97909;0.99743;[[16660, 364], [345, 16536]];0.97901;0.97846;0.97956
7;0.00025;00:10:32;0.99030;0.99925;[[16955, 160], [169, 16621]];0.99020;0.99047;0.98993
8;0.00011;00:08:57;0.99649;0.99985;[[17001, 65], [54, 16785]];0.99647;0.99614;0.99679
9;0.00006;00:08:56;0.99861;0.99997;[[16963, 24], [23, 16895]];0.99861;0.99858;0.99864
10;0.00004;00:09:12;0.99879;0.99999;[[17006, 22], [19, 16858]];0.99879;0.99870;0.99887
11;0.00003;00:10:21;0.99935;1.00000;[[16876, 14], [8, 17007]];0.99935;0.99918;0.99953
12;0.00002;00:08:02;0.99962;1.00000;[[17075, 9], [4, 16817]];0.99961;0.99947;0.99976
13;0.00002;00:11:01;0.99938;1.00000;[[16720, 8], [13, 17164]];0.99939;0.99953;0.99924
14;0.00002;00:10:54;0.99932;1.00000;[[17070, 12], [11, 16812]];0.99932;0.99929;0.99935
15;0.00001;00:09:02;0.99971;1.00000;[[16892, 5], [5, 17003]];0.99971;0.99971;0.99971
16;0.00001;00:11:08;0.99950;1.00000;[[16875, 8], [9, 17013]];0.99950;0.99953;0.99947
17;0.00001;00:10:56;0.99941;1.00000;[[16895, 13], [7, 16990]];0.99941;0.99924;0.99959
18;0.00001;00:09:22;0.99973;1.00000;[[17048, 2], [7, 16848]];0.99973;0.99988;0.99958
19;0.00001;00:09:16;0.99982;1.00000;[[17091, 3], [3, 16808]];0.99982;0.99982;0.99982
20;0.00001;00:08:10;0.99959;1.00000;[[16807, 6], [8, 17084]];0.99959;0.99965;0.99953
21;0.00001;00:08:45;0.99979;1.00000;[[17081, 5], [2, 16817]];0.99979;0.99970;0.99988
22;0.00001;00:08:27;0.99965;1.00000;[[16898, 4], [8, 16995]];0.99965;0.99976;0.99953
23;0.00001;00:09:19;0.99962;1.00000;[[16757, 8], [5, 17135]];0.99962;0.99953;0.99971
24;0.00001;00:09:18;0.99965;1.00000;[[16775, 10], [2, 17118]];0.99965;0.99942;0.99988
25;0.00001;00:08:29;0.99959;1.00000;[[17015, 7], [7, 16876]];0.99959;0.99959;0.99959
26;0.00001;00:08:19;0.99959;1.00000;[[16785, 5], [9, 17106]];0.99959;0.99971;0.99947
27;0.00001;00:08:44;0.99971;1.00000;[[16922, 6], [4, 16973]];0.99971;0.99965;0.99976
28;0.00001;00:10:08;0.99971;1.00000;[[16984, 5], [5, 16911]];0.99970;0.99970;0.99970
29;0.00001;00:09:21;0.99976;1.00000;[[17095, 5], [3, 16802]];0.99976;0.99970;0.99982
